sno,state,district,faclty_nam,category,type,Facility_i,iso_minus_,iso_confm_,iso_suspec,o2suported,total_icu,ventilator,o2_manifol,PPE,N95,bio_med_wa
3031,Maharashtra,RATNAGIRI,"Samaj kayan hostel, vahal fhata, sawarde",Cat. III - Dedicated COVID Center / DCCC,Other than Hospital,25135,100,50,50,0,0,0,0,0,0,1
3032,Maharashtra,RATNAGIRI,"Kisan bhavan, kokan
Krushi Vidyapeeth Campus, Dapoli",Cat. III - Dedicated COVID Center / DCCC,Other than Hospital,16639,84,42,42,0,0,0,0,5,5,1
3033,Maharashtra,RATNAGIRI,"Babasaheb Ambedkar Boys hostel, Mandangad",Cat. III - Dedicated COVID Center / DCCC,Other than Hospital,25124,30,15,15,0,0,0,0,10,8,1
3034,Maharashtra,RATNAGIRI,Samajik Nyay Bhavan Ratnagiri,Cat. III - Dedicated COVID Center / DCCC,Other than Hospital,16675,100,50,50,0,0,0,0,5,5,1
3035,Maharashtra,RATNAGIRI,"Abhiyantriki
Mahavidylay Velneshwar",Cat. III - Dedicated COVID Center / DCCC,Other than Hospital,16654,46,23,23,0,0,0,0,5,5,1
3036,Maharashtra,RATNAGIRI,"Dr Baba saheb Ambedkar SaamajKalyan Boys hostel, Rajapur",Cat. III - Dedicated COVID Center / DCCC,Other than Hospital,23822,100,50,50,0,0,0,0,0,0,1
3037,Maharashtra,RATNAGIRI,"Saint Ani Vidyaniketan, English School, Devadhe",Cat. III - Dedicated COVID Center / DCCC,Other than Hospital,23821,50,25,25,0,0,0,0,0,0,1
3038,Maharashtra,RATNAGIRI,"Mahatma Gandhi Vidyalay, Sakharpa, Sangmeshwar",Cat. III - Dedicated COVID Center / DCCC,Other than Hospital,17247,100,50,50,0,0,0,0,0,0,1
3039,Maharashtra,RATNAGIRI,"Garda Engineering College Hostel, Khed",Cat. III - Dedicated COVID Center / DCCC,Other than Hospital,16647,50,25,25,0,0,0,0,5,5,1
3040,Maharashtra,SANGLI,SHETIBHAVAN K. MAHANKAL,Cat. III - Dedicated COVID Center / DCCC,Other than Hospital,16800,105,50,55,0,0,0,0,5,10,1
3041,Maharashtra,SANGLI,Govt.Polytechnic Hostel Tasgaon,Cat. III - Dedicated COVID Center / DCCC,Other than Hospital,16826,135,0,135,0,0,0,0,2,5,1
3042,Maharashtra,SANGLI,Samaj Kalyan Hostel Miraj,Cat. III - Dedicated COVID Center / DCCC,Other than Hospital,16684,100,50,50,0,0,0,0,3,5,1
3043,Maharashtra,SANGLI,Mahatma gandhi vasatigrah sangli,Cat. III - Dedicated COVID Center / DCCC,Other than Hospital,16735,120,0,120,0,0,0,0,2,10,1
3044,Maharashtra,SANGLI,"DHANNAMA DEVI
TRUST BHAKT NIVAS GUDDAPUR TALUKA - JATH",Cat. III - Dedicated COVID Center / DCCC,Other than Hospital,16663,300,150,150,0,0,0,0,5,15,1
3045,Maharashtra,SANGLI,"BHARTI WOMEN HOSTEL, Jath",Cat. III - Dedicated COVID Center / DCCC,Other than Hospital,16795,80,40,40,0,0,0,0,5,10,1
3046,Maharashtra,SANGLI,"Dr.Babasaheb
Ambedkar Magasvargya Mulinche Vastigruh Palus",Cat. III - Dedicated COVID Center / DCCC,Other than Hospital,16865,50,30,20,0,0,0,0,2,5,1
3047,Maharashtra,SANGLI,Nivasi School Wangi Hostel Kadegaon,Cat. III - Dedicated COVID Center / DCCC,Other than Hospital,16759,112,50,62,0,0,0,0,2,5,1
3048,Maharashtra,SANGLI,SHASKIY NIWASI SHALA BAMBWADE PALUS,Cat. III - Dedicated COVID Center / DCCC,Other than Hospital,16823,60,20,40,0,0,0,0,5,10,1
3049,Maharashtra,SANGLI,"Royal cadamy,Khanderajuri",Cat. III - Dedicated COVID Center / DCCC,Other than Hospital,19860,75,35,40,0,0,0,0,5,10,1
3050,Maharashtra,SANGLI,Military boys hostel sangli,Cat. III - Dedicated COVID Center / DCCC,Other than Hospital,16733,80,0,80,0,0,0,0,2,10,1
3051,Maharashtra,SANGLI,Vasantdada Shugar Factory Hall Sangli,Cat. III - Dedicated COVID Center / DCCC,Other than Hospital,16714,50,0,50,0,0,0,0,2,10,1
3052,Maharashtra,SANGLI,"Goverment
Residency School,
K.Mahankal",Cat. III - Dedicated COVID Center / DCCC,Other than Hospital,16794,60,45,15,0,0,0,0,0,5,1
3053,Maharashtra,SANGLI,SAMAJ KALYAN VITA,Cat. III - Dedicated COVID Center / DCCC,Other than Hospital,16864,96,36,60,0,0,0,0,5,10,1
3054,Maharashtra,SANGLI,Javahar Navoday Vidyalay Palus,Cat. III - Dedicated COVID Center / DCCC,Other than Hospital,16696,144,60,84,0,0,0,0,3,5,1
3055,Maharashtra,SANGLI,Digambar jain bording sangli,Cat. III - Dedicated COVID Center / DCCC,Other than Hospital,16749,100,0,100,0,0,0,0,2,10,1
3056,Maharashtra,SANGLI,M.D. JADHAV POLYTECHNIC BHOSE TALUKA MIRAJ,Cat. III - Dedicated COVID Center / DCCC,Other than Hospital,16679,100,50,50,0,0,0,0,5,15,1
3057,Maharashtra,SANGLI,"SHIVAJIRAO
DESHMUKH INSTITUTE OF TECH0LOGY RAID
TALUKA SHIRALA",Cat. III - Dedicated COVID Center / DCCC,Other than Hospital,16730,155,55,100,0,0,0,0,5,10,1
3058,Maharashtra,SANGLI,Gurukul Hostel Atpadi,Cat. III - Dedicated COVID Center / DCCC,Other than Hospital,16659,120,60,60,0,0,0,0,5,4,1
3059,Maharashtra,SANGLI,SAI MANGAL KARYALAY JATH,Cat. III - Dedicated COVID Center / DCCC,Other than Hospital,16792,145,75,70,0,0,0,0,5,10,1
3060,Maharashtra,SANGLI,SAMAJ KALYAN HOSTEL KADEGAON,Cat. III - Dedicated COVID Center / DCCC,Other than Hospital,16862,75,30,45,0,0,0,0,5,10,1
3061,Maharashtra,SANGLI,"Gunwant Mulanche
Shasjiya Vastigrah Palus",Cat. III - Dedicated COVID Center / DCCC,Other than Hospital,16838,30,0,30,0,0,0,0,4,4,1
3062,Maharashtra,SANGLI,"Social Wealfare
Department Hostel
,Sangli",Cat. III - Dedicated COVID Center / DCCC,Other than Hospital,16817,115,0,115,0,0,0,0,2,2,1
3063,Maharashtra,SANGLI,JAWALE HALL ATPADI,Cat. III - Dedicated COVID Center / DCCC,Other than Hospital,16787,90,45,45,0,0,0,0,5,10,1
3064,Maharashtra,SANGLI,SAI SANSKRUTI MANGAL KARYALAY SHIRALA,Cat. III - Dedicated COVID Center / DCCC,Other than Hospital,16837,135,65,70,0,0,0,0,5,10,1
3065,Maharashtra,SANGLI,"Latte Education
society, ladies Hostel, 0rth shivaji nagar sangli",Cat. III - Dedicated COVID Center / DCCC,Other than Hospital,16727,270,0,270,0,0,0,0,5,10,1
3066,Maharashtra,SANGLI,SAMAJ KALYAN HOSTEL ISLAMPUR,Cat. III - Dedicated COVID Center / DCCC,Other than Hospital,16709,340,150,190,0,0,0,0,10,10,1
3067,Maharashtra,SANGLI,Willingdon Collage Hostel sangli,Cat. III - Dedicated COVID Center / DCCC,Other than Hospital,16746,64,0,64,0,0,0,0,2,5,1
3068,Maharashtra,SANGLI,SAMAJ KALYAN HOSTEL ATPADI,Cat. III - Dedicated COVID Center / DCCC,Other than Hospital,16782,90,45,45,0,0,0,0,5,10,1
3069,Maharashtra,SANGLI,Shantiniketan Vastigrah sangli,Cat. III - Dedicated COVID Center / DCCC,Other than Hospital,16744,500,0,500,0,0,0,0,10,20,1
3070,Maharashtra,SANGLI,"ANN DANGE
COLLEGE OF ENGG. HOSTEL ASHTA",Cat. III - Dedicated COVID Center / DCCC,Other than Hospital,16833,225,75,150,0,0,0,0,5,10,1
3071,Maharashtra,SANGLI,Samaj Kalyan Hostel Kavathe Mahankal,Cat. III - Dedicated COVID Center / DCCC,Other than Hospital,16587,120,30,90,0,0,0,0,9,12,1
3072,Maharashtra,SANGLI,Walchand collage miraj road sangli,Cat. III - Dedicated COVID Center / DCCC,Other than Hospital,16724,1100,0,1100,0,0,0,0,20,40,1
3073,Maharashtra,SANGLI,"GOVT. POLYTECHNIC HOSTEL (INDRAYANI
BUILDING) TASGAON",Cat. III - Dedicated COVID Center / DCCC,Other than Hospital,16811,135,65,70,0,0,0,0,5,10,1
3074,Maharashtra,SANGLI,"AGRICULTURE
COLLEGE HOSTEL HINGANGAON KHURD",Cat. III - Dedicated COVID Center / DCCC,Other than Hospital,16850,133,53,80,0,0,0,0,5,10,1
3075,Maharashtra,SANGLI,SAMAJ KALYAN HOSTEL VITA,Cat. III - Dedicated COVID Center / DCCC,Other than Hospital,16742,128,60,68,0,0,0,0,2,30,1
3076,Maharashtra,SANGLI,Samaj Kalyan Hostel jath,Cat. III - Dedicated COVID Center / DCCC,Other than Hospital,16774,225,110,115,0,0,0,0,4,5,1
3077,Maharashtra,SANGLI,"VTC Engg College Patgaon, Miraj",Cat. III - Dedicated COVID Center / DCCC,Other than Hospital,16601,90,0,90,0,0,0,0,4,4,1
3078,Maharashtra,SANGLI,Military Girls Hostel Sangli,Cat. III - Dedicated COVID Center / DCCC,Other than Hospital,16740,99,0,99,0,0,0,0,2,10,1
3079,Maharashtra,SANGLI,Mhada Colony Ashta,Cat. III - Dedicated COVID Center / DCCC,Other than Hospital,16869,250,100,150,0,0,0,0,5,10,1
3080,Maharashtra,SANGLI,SHANTAI GARDEN MIRAJ,Cat. III - Dedicated COVID Center / DCCC,Other than Hospital,16803,215,100,115,0,0,0,0,5,10,1
3081,Maharashtra,SANGLI,G A Collage hostel sangli,Cat. III - Dedicated COVID Center / DCCC,Other than Hospital,16738,64,0,64,0,0,0,0,2,10,1
3082,Maharashtra,SANGLI,"VAN PRABODHINI
KUNDAL Taluka - Palus",Cat. III - Dedicated COVID Center / DCCC,Other than Hospital,16828,70,20,50,0,0,0,0,5,10,1
3083,Maharashtra,SANGLI,GOVT. POLYTECHNIC TASGAON,Cat. III - Dedicated COVID Center / DCCC,Other than Hospital,16688,180,80,100,0,0,0,0,5,10,1
3084,Maharashtra,SANGLI,ITI SHIRALA,Cat. III - Dedicated COVID Center / DCCC,Other than Hospital,16868,135,65,70,0,0,0,0,5,10,1
3085,Maharashtra,SANGLI,"Cambrige acadamy hostel, budhgaonkar mala, sangli",Cat. III - Dedicated COVID Center / DCCC,Other than Hospital,16719,100,0,100,0,0,0,0,2,10,1
3086,Maharashtra,SANGLI,"Dental College Bhudgaon, Miraj",Cat. III - Dedicated COVID Center / DCCC,Other than Hospital,16802,100,50,50,0,0,0,0,5,5,1
3087,Maharashtra,SANGLI,JAI MATADI MANGAL KARYALAY VITA,Cat. III - Dedicated COVID Center / DCCC,Other than Hospital,16842,96,46,50,0,0,0,0,5,10,1
3088,Maharashtra,SANGLI,"Sadguru Asharam School ,Shirala",Cat. III - Dedicated COVID Center / DCCC,Other than Hospital,16736,25,10,15,0,0,0,0,2,5,1
3089,Maharashtra,SATARA,"Dr babasaheb
Ambedkar Boys Hostel, Parale",Cat. III - Dedicated COVID Center / DCCC,Other than Hospital,16446,100,30,70,0,0,0,0,30,200,1
3090,Maharashtra,SATARA,SHRINIWAS MANGAL KARYALAYA WAI,Cat. III - Dedicated COVID Center / DCCC,Other than Hospital,16403,110,40,70,0,0,0,0,110,200,1
3091,Maharashtra,SATARA,CCC Pusegaon,Cat. III - Dedicated COVID Center / DCCC,Other than Hospital,16413,50,10,40,0,0,0,0,66,145,1
3092,Maharashtra,SATARA,Challenge Academy Koregaon,Cat. III - Dedicated COVID Center / DCCC,Other than Hospital,16434,75,25,50,0,0,0,0,75,100,1
3093,Maharashtra,SATARA,ST. XAVIAR BOYS HOSTEL PACHGANI,Cat. III - Dedicated COVID Center / DCCC,Other than Hospital,16402,60,30,30,0,0,0,0,40,100,1
3094,Maharashtra,SATARA,Bramhpuri School Rahimatpur,Cat. III - Dedicated COVID Center / DCCC,Other than Hospital,16423,50,15,35,0,0,0,0,312,44,1
3095,Maharashtra,SATARA,"Government Boys & Girls Hostel, Khatav",Cat. III - Dedicated COVID Center / DCCC,Other than Hospital,16412,60,20,40,0,0,0,0,0,0,1
3096,Maharashtra,SATARA,Krushi Mahavidyalay vijaynagar,Cat. III - Dedicated COVID Center / DCCC,Other than Hospital,16444,50,20,30,0,0,0,0,15,5,1
3097,Maharashtra,SATARA,Military Hostel Patan,Cat. III - Dedicated COVID Center / DCCC,Other than Hospital,16433,50,0,50,0,0,0,0,121,250,1
3098,Maharashtra,SATARA,"MAULI MANGAL
KARYALAYA
BHANANG",Cat. III - Dedicated COVID Center / DCCC,Other than Hospital,16401,50,25,25,0,0,0,0,20,40,1
3099,Maharashtra,SATARA,"Mayani Medical College, Mayani",Cat. III - Dedicated COVID Center / DCCC,Other than Hospital,16411,62,0,62,0,0,0,0,178,130,1
3100,Maharashtra,SATARA,"DUTTAKRUPA
MANGAL KARYALAY KUDAL",Cat. III - Dedicated COVID Center / DCCC,Other than Hospital,16400,50,15,35,0,0,0,0,50,100,0
3101,Maharashtra,SATARA,"Dahiwadi
Government Boys Hostel",Cat. III - Dedicated COVID Center / DCCC,Other than Hospital,16410,50,15,35,0,0,0,0,28,1,1
3102,Maharashtra,SATARA,Dr Babasaheb Boys Hostel Patan,Cat. III - Dedicated COVID Center / DCCC,Other than Hospital,16442,75,25,50,0,0,0,0,10,100,1
3103,Maharashtra,SATARA,"JAHWAHAR
NAVODAY VIDAYALAYA
KHAWALI",Cat. III - Dedicated COVID Center / DCCC,Other than Hospital,16398,216,48,168,0,0,0,0,135,388,1
3104,Maharashtra,SATARA,Government Hostel Dahiwadi,Cat. III - Dedicated COVID Center / DCCC,Other than Hospital,16409,100,30,70,0,0,0,0,30,70,1
3105,Maharashtra,SATARA,"Chaitanya hospital
Wagheri","Cat. III - Dedicated COVID
Center / DCCC",Hospital,22606,20,13,7,0,0,0,0,40,16,1
3106,Maharashtra,SATARA,"Anusuchit Jati v
Navbaudh Mulanche Hostel, Mhaswad",Cat. III - Dedicated COVID Center / DCCC,Other than Hospital,16408,60,20,40,0,0,0,0,47,60,1
3107,Maharashtra,SATARA,"Samajkalyan Hostel, Jadhavwadi",Cat. III - Dedicated COVID Center / DCCC,Other than Hospital,16407,90,30,60,0,0,0,0,30,60,1
3108,Maharashtra,SATARA,"Mahalaxmi
Homeopathic","Cat. III - Dedicated COVID
Center / DCCC",Hospital,22112,86,0,86,0,0,0,0,394,169,1
3109,Maharashtra,SATARA,Malojiraje sheti vidyalay Boys and girls Hostel Phaltan,Cat. III - Dedicated COVID Center / DCCC,Other than Hospital,16406,160,60,100,0,0,0,0,306,403,1
3110,Maharashtra,SATARA,Krushna Foundation wathar karad,Cat. III - Dedicated COVID Center / DCCC,Other than Hospital,16438,76,0,76,0,0,0,0,69,5,1
3111,Maharashtra,SATARA,"Govt Pharmacy
collage Saidapur Karad",Cat. III - Dedicated COVID Center / DCCC,Other than Hospital,22602,132,50,82,0,0,0,0,77,10,1
3112,Maharashtra,SATARA,Vivekanand Academy Chimangaon,Cat. III - Dedicated COVID Center / DCCC,Other than Hospital,16427,75,25,50,0,0,0,0,15,30,1
3113,Maharashtra,SATARA,"Krantisinh Nana Patil
Veterinary Hostel, Shirwal.",Cat. III - Dedicated COVID Center / DCCC,Other than Hospital,16405,140,40,100,0,0,0,0,125,69,1
3114,Maharashtra,SATARA,"Govt Eng collage
Boy's hostel Saidapur karad",Cat. III - Dedicated COVID Center / DCCC,Other than Hospital,16447,120,40,80,0,0,0,0,40,120,1
3115,Maharashtra,SATARA,"Kisanveer
Mahavidyalaya, Girls and Boys Hostel Bavdhan",Cat. III - Dedicated COVID Center / DCCC,Other than Hospital,16404,100,50,50,0,0,0,0,200,50,1
3116,Maharashtra,SATARA,"Sansthamata Sushiladevi Salunkhe ladies Hostel,
Talmavale, Patan",Cat. III - Dedicated COVID Center / DCCC,Other than Hospital,16436,100,35,65,0,0,0,0,10,100,1
3117,Maharashtra,SINDHUDURG,skuba diving centre tarkali malwan,Cat. III - Dedicated COVID Center / DCCC,Other than Hospital,16616,11,4,7,0,0,0,0,2,10,1
3118,Maharashtra,SINDHUDURG,"Anagar Suddha
Shikshan Prasarak Mandal Sangulwadi Hostel",Cat. III - Dedicated COVID Center / DCCC,Other than Hospital,16664,59,19,40,0,0,0,0,5,10,1
3119,Maharashtra,SINDHUDURG,S H Kelkar College Jamsande,Cat. III - Dedicated COVID Center / DCCC,Other than Hospital,16717,68,20,48,0,0,0,0,5,10,1
3120,Maharashtra,SINDHUDURG,"Dr.Babasaheb
Ambedkar girls Hostel,Vengurla",Cat. III - Dedicated COVID Center / DCCC,Other than Hospital,16698,130,48,82,0,0,0,0,5,10,1
3121,Maharashtra,SINDHUDURG,"Dr.Babasaheb
Ambedkar Boys Hostel,Kankavli",Cat. III - Dedicated COVID Center / DCCC,Other than Hospital,16644,50,25,25,0,0,0,0,5,10,1
3122,Maharashtra,SINDHUDURG,MTDC RESORT TARKARLI,Cat. III - Dedicated COVID Center / DCCC,Other than Hospital,16613,24,6,18,0,0,0,0,2,7,1
3123,Maharashtra,SINDHUDURG,"Dr.Babasaheb
Ambedkar Girls Hostel,Kankavli",Cat. III - Dedicated COVID Center / DCCC,Other than Hospital,17208,20,10,10,0,0,0,0,2,10,1
3124,Maharashtra,SINDHUDURG,"Dr.Babasaheb
Ambedkar girls Magasvargiy
Vastigruh,malwan",Cat. III - Dedicated COVID Center / DCCC,Other than Hospital,16626,30,10,20,0,0,0,0,2,10,1
3125,Maharashtra,SINDHUDURG,Devashray Anathashram Maneri Goulwadi Dodamarg,Cat. III - Dedicated COVID Center / DCCC,Other than Hospital,16678,16,6,10,0,0,0,0,2,10,1
3126,Maharashtra,SINDHUDURG,Sarsoli Dham Kudal,Cat. III - Dedicated COVID Center / DCCC,Other than Hospital,16493,50,26,24,0,0,0,0,5,9,1
3127,Maharashtra,SINDHUDURG,"ITI Sindhudurgnagari, Oros.",Cat. III - Dedicated COVID Center / DCCC,Other than Hospital,16477,36,10,26,0,0,0,0,2,10,1
3128,Maharashtra,SINDHUDURG,Rest House Kankavli,Cat. III - Dedicated COVID Center / DCCC,Other than Hospital,16637,8,2,6,0,0,0,0,2,9,1
3129,Maharashtra,SINDHUDURG,"Dr.Babasaheb Ambedkar Boys Magasvargiy
Vastigruh,Vengurla",Cat. III - Dedicated COVID Center / DCCC,Other than Hospital,16691,18,8,10,0,0,0,0,2,10,1
3130,Maharashtra,SINDHUDURG,"Dr.Babasaheb
Ambedkar Boys Magasvargiy Vastigruh,malwan",Cat. III - Dedicated COVID Center / DCCC,Other than Hospital,16620,42,15,27,0,0,0,0,5,10,1
3131,Maharashtra,SINDHUDURG,"Sawantwadi
Ayurvedic Medical
College",Cat. III - Dedicated COVID Center / DCCC,Other than Hospital,16707,24,12,12,0,0,0,0,5,10,1
3132,Maharashtra,SINDHUDURG,"HomeGuard New
Building Sindhudurgnagari",Cat. III - Dedicated COVID Center / DCCC,Other than Hospital,16487,33,15,18,0,0,0,0,2,9,1
3133,Maharashtra,SINDHUDURG,Rest House Sawantwadi,Cat. III - Dedicated COVID Center / DCCC,Other than Hospital,16701,10,4,6,0,0,0,0,2,10,1
3134,Maharashtra,SINDHUDURG,Rest House Sindhudurgnagari,Cat. III - Dedicated COVID Center / DCCC,Other than Hospital,16484,12,6,6,0,0,0,0,2,10,1
3135,Maharashtra,SOLAPUR,ORCHID COLLEGE,Cat. III - Dedicated COVID Center / DCCC,Other than Hospital,23783,130,70,60,0,0,0,0,40,40,1
3136,Maharashtra,SOLAPUR,"Shri Swami Samarth
Annchtra Mandal, Akkalkot",Cat. III - Dedicated COVID Center / DCCC,Other than Hospital,16414,200,0,200,0,0,0,0,5,5,0
3137,Maharashtra,SOLAPUR,"Akshada Mangal Karyalay, Malshiras",Cat. III - Dedicated COVID Center / DCCC,Other than Hospital,16435,120,0,120,0,0,0,0,0,0,0
3138,Maharashtra,SOLAPUR,"BHARAT RATNA
INDIRA GANDHI COLLEGE",Cat. III - Dedicated COVID Center / DCCC,Other than Hospital,26213,190,90,100,0,0,0,0,60,60,0
3139,Maharashtra,SOLAPUR,"MIT Institute Pune
Road, Vakhari, Pandharpur",Cat. III - Dedicated COVID Center / DCCC,Other than Hospital,16457,62,4,58,0,0,0,0,4,4,0
3140,Maharashtra,SOLAPUR,"Shaskiya Tantra
Niketan
Mahavidhyalaya. Mohol",Cat. III - Dedicated COVID Center / DCCC,Other than Hospital,16424,388,0,388,0,0,0,0,0,5,0
3141,Maharashtra,SOLAPUR,"Shri Shivaji Poly.
College Kadlas Road, Sangola",Cat. III - Dedicated COVID Center / DCCC,Other than Hospital,16467,260,0,260,0,0,0,0,0,0,0
3142,Maharashtra,SOLAPUR,"Wadiya Hospital,
SMC, Solapur City","Cat. III - Dedicated COVID
Center / DCCC",Hospital,16545,50,25,25,0,0,0,0,0,0,1
3143,Maharashtra,SOLAPUR,"Gajanan Maharaj Math, Pandharpur",Cat. III - Dedicated COVID Center / DCCC,Other than Hospital,18966,200,0,200,0,0,0,0,10,20,0
3144,Maharashtra,SOLAPUR,"Adi Laxmi Mangal Karyalay, Madha",Cat. III - Dedicated COVID Center / DCCC,Other than Hospital,16422,152,0,152,0,0,0,0,0,0,0
3145,Maharashtra,SOLAPUR,"Shriram Gramin
Sanshodhan Vikas Pratishthan Hostel Nannja, 0rth
Solapur",Cat. III - Dedicated COVID Center / DCCC,Other than Hospital,16455,147,0,147,0,0,0,0,10,20,0
3146,Maharashtra,SOLAPUR,"Anandi ganesh
Mangalkaryalay Anandnagar, Malshirash",Cat. III - Dedicated COVID Center / DCCC,Other than Hospital,16432,120,0,120,0,0,0,0,50,40,0
3147,Maharashtra,SOLAPUR,"New Building
Medshingi Health
Center, Sangola",Cat. III - Dedicated COVID Center / DCCC,Other than Hospital,16465,17,0,17,0,0,0,0,68,75,0
3148,Maharashtra,SOLAPUR,"Ramanand Swami
Mangalkarylay, Madha",Cat. III - Dedicated COVID Center / DCCC,Other than Hospital,16421,150,0,150,0,0,0,0,0,0,0
3149,Maharashtra,SOLAPUR,"Sanket
Mangalkaryalay, Madha",Cat. III - Dedicated COVID Center / DCCC,Other than Hospital,16420,150,0,150,0,0,0,0,0,0,0
3150,Maharashtra,SOLAPUR,"Madhumilan Mangal
Karyalay, Natepute, Malshirash",Cat. III - Dedicated COVID Center / DCCC,Other than Hospital,16441,100,0,100,0,0,0,0,0,0,0
3151,Maharashtra,SOLAPUR,"Gurukrupa Mangalkaryalay Tambave, Malshiras",Cat. III - Dedicated COVID Center / DCCC,Other than Hospital,16430,100,0,100,0,0,0,0,0,0,0
3152,Maharashtra,SOLAPUR,"Sangola
Mahavidyalay Kadlas Road Sangola",Cat. III - Dedicated COVID Center / DCCC,Other than Hospital,16463,165,0,165,0,0,0,0,0,0,0
3153,Maharashtra,SOLAPUR,"Police Training
Kendra, Kegaon, SMC, Solapur",Cat. III - Dedicated COVID Center / DCCC,Other than Hospital,16506,420,200,220,0,0,0,0,0,0,1
3154,Maharashtra,SOLAPUR,"Annasaheb Jagtap Vidyalay, Karmala",Cat. III - Dedicated COVID Center / DCCC,Other than Hospital,16419,80,0,80,0,0,0,0,0,0,0
3155,Maharashtra,SOLAPUR,"Sant Damaji
Mahavidyalay, Mangalwedha",Cat. III - Dedicated COVID Center / DCCC,Other than Hospital,16451,170,0,170,0,0,0,0,0,0,0
3156,Maharashtra,SOLAPUR,A G PATIL COLLEGE OF ENGINEERING,Cat. III - Dedicated COVID Center / DCCC,Other than Hospital,25633,240,120,120,0,0,0,0,10,10,1
3157,Maharashtra,SOLAPUR,"Mahatma Gandi Vidyalay, Karmala",Cat. III - Dedicated COVID Center / DCCC,Other than Hospital,16418,50,0,50,0,0,0,0,0,0,0
3158,Maharashtra,SOLAPUR,MHADA cololy,Cat. III - Dedicated COVID Center / DCCC,Other than Hospital,25631,450,225,225,0,0,0,0,10,10,1
3159,Maharashtra,SOLAPUR,"Swagun Swami
Mangalkarylay Tandulwadi,Malshira s",Cat. III - Dedicated COVID Center / DCCC,Other than Hospital,16439,140,0,140,0,0,0,0,0,0,0
3160,Maharashtra,SOLAPUR,"Mahalung New Building, Malshiras.",Cat. III - Dedicated COVID Center / DCCC,Other than Hospital,16428,150,0,150,0,0,0,0,0,0,0
3161,Maharashtra,SOLAPUR,SOLAPUR VIDYAPITH,Cat. III - Dedicated COVID Center / DCCC,Other than Hospital,23767,275,100,175,0,0,0,0,95,50,1
3162,Maharashtra,SOLAPUR,"Yashwantrao Chavan Mahavidyalay, Karmala",Cat. III - Dedicated COVID Center / DCCC,Other than Hospital,16417,200,0,200,0,0,0,0,0,0,0
3163,Maharashtra,SOLAPUR,"Madansinh Mohite
Patil English Medium
School, Mangalwedha",Cat. III - Dedicated COVID Center / DCCC,Other than Hospital,16449,50,40,10,0,0,0,0,23,5,0
3164,Maharashtra,SOLAPUR,WALCHAND COLLEGE,Cat. III - Dedicated COVID Center / DCCC,Other than Hospital,23785,590,295,295,0,0,0,0,10,10,1
3165,Maharashtra,SOLAPUR,SINHGAD COLLEGE,Cat. III - Dedicated COVID Center / DCCC,Other than Hospital,23766,800,400,400,0,0,0,0,10,10,1
3166,Maharashtra,SOLAPUR,"Shri Sai Ayurvedic
Mahavidyalay Vairag, Barshi",Cat. III - Dedicated COVID Center / DCCC,Other than Hospital,16416,550,0,550,0,0,0,0,0,0,0
3167,Maharashtra,SOLAPUR,Maharashtra Inst. of Hotel Management and Catering Tech. South Solapur,Cat. III - Dedicated COVID Center / DCCC,Other than Hospital,16470,338,169,169,0,0,0,0,36,20,0
3168,Maharashtra,SOLAPUR,"SVERI Engg. and
Pharmacy College Gopalpur,
Pandharpur",Cat. III - Dedicated COVID Center / DCCC,Other than Hospital,16459,317,0,317,0,0,0,0,0,0,0
3169,Maharashtra,SOLAPUR,"GOVERNMENT
POLITECHNIC COLLEGE",Cat. III - Dedicated COVID Center / DCCC,Other than Hospital,23784,280,160,120,0,0,0,0,10,10,1
3170,Maharashtra,SOLAPUR,"Shri Swami Samarth Bhakt Nivas, Akkalkot",Cat. III - Dedicated COVID Center / DCCC,Other than Hospital,16415,239,0,239,0,0,0,0,0,0,0
3171,Maharashtra,THANE,Oswal dip,Cat. III - Dedicated COVID Center / DCCC,Other than Hospital,19006,80,40,40,0,0,0,0,1,10,1
3172,Maharashtra,THANE,BSUP Brahmand (TMC),Cat. III - Dedicated COVID Center / DCCC,Other than Hospital,26042,90,0,90,0,0,0,0,1800,4500,1
3173,Maharashtra,THANE,"DHANGE HOSPITAL, MANDAI, BHIWANDI",Cat. III - Dedicated COVID Center / DCCC,Hospital,25376,49,49,0,0,0,0,0,0,0,1
3174,Maharashtra,THANE,IBIS Hotel (NMMC),Cat. III - Dedicated COVID Center / DCCC,Other than Hospital,24247,196,150,46,0,0,0,0,200,400,1
3175,Maharashtra,THANE,"Dosti Planet, Kausa (TMC)",Cat. III - Dedicated COVID Center / DCCC,Other than Hospital,26041,340,0,340,0,0,0,0,6800,1700,1
3176,Maharashtra,THANE,Ramada Hotel (NMMC),Cat. III - Dedicated COVID Center / DCCC,Other than Hospital,24317,99,80,19,0,0,0,0,200,400,1
3177,Maharashtra,THANE,"Bhainderpada ""C""
Temporary Care center",Cat. III - Dedicated COVID Center / DCCC,Other than Hospital,18772,800,0,800,0,0,0,0,20,28,1
3178,Maharashtra,THANE,"NTEP Enginering College, Murbad",Cat. III - Dedicated COVID Center / DCCC,Other than Hospital,17160,200,200,0,0,0,0,0,10,15,1
3179,Maharashtra,THANE,"Ahilyabai Holkar
Multipurpose Hall
Nerul Sector 9 (NMMC)",Cat. III - Dedicated COVID Center / DCCC,Other than Hospital,24246,60,40,20,0,0,0,0,100,200,1
